"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2004","2004",157912.713,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2005","2005",192468.235,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2006","2006",220957.183,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2007","2007",270963.573,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2008","2008",405281.06,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2009","2009",406483.982,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2010","2010",458837.038,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2011","2011",574103.439,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2012","2012",697537.808,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2013","2013",852368.961,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2014","2014",958298.286,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2015","2015",1152032.149,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2016","2016",1296841.105,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2017","2017",1445278.161,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2018","2018",1653540.894,,
"5126","5126 Taxes on specific services","NES","Total","1996","1996",0,,
"5126","5126 Taxes on specific services","NES","Total","1997","1997",0,,
"5126","5126 Taxes on specific services","NES","Total","1998","1998",0,,
"5126","5126 Taxes on specific services","NES","Total","1999","1999",0,,
"5126","5126 Taxes on specific services","NES","Total","2000","2000",0,,
"5126","5126 Taxes on specific services","NES","Total","2001","2001",0,,
"5126","5126 Taxes on specific services","NES","Total","2002","2002",0,,
"5126","5126 Taxes on specific services","NES","Total","2003","2003",0,,
"5126","5126 Taxes on specific services","NES","Total","2004","2004",0,,
"5126","5126 Taxes on specific services","NES","Total","2005","2005",0,,
"5126","5126 Taxes on specific services","NES","Total","2006","2006",0,,
"5126","5126 Taxes on specific services","NES","Total","2007","2007",0,,
"5126","5126 Taxes on specific services","NES","Total","2008","2008",0,,
"5126","5126 Taxes on specific services","NES","Total","2009","2009",0,,
"5126","5126 Taxes on specific services","NES","Total","2010","2010",0,,
"5126","5126 Taxes on specific services","NES","Total","2011","2011",0,,
"5126","5126 Taxes on specific services","NES","Total","2012","2012",0,,
"5126","5126 Taxes on specific services","NES","Total","2013","2013",0,,
"5126","5126 Taxes on specific services","NES","Total","2014","2014",0,,
"5126","5126 Taxes on specific services","NES","Total","2015","2015",0,,
"5126","5126 Taxes on specific services","NES","Total","2016","2016",0,,
"5126","5126 Taxes on specific services","NES","Total","2017","2017",0,,
"5126","5126 Taxes on specific services","NES","Total","2018","2018",0,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","1996","1996",1.677,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","1997","1997",1.748,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","1998","1998",2.623,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","1999","1999",2.415,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2000","2000",2.994,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2001","2001",3.045,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2002","2002",4.358,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2003","2003",2.049,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2004","2004",5.752,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2005","2005",6.128,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2006","2006",6.038,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2007","2007",6.358,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2008","2008",3.566,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2009","2009",3.948,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2010","2010",4.331,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2011","2011",5.466,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2012","2012",6.579,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2013","2013",8.149,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2014","2014",8.518,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2015","2015",9.155,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2016","2016",11.461,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2017","2017",11.488,,
"2300","2300 Self-employed or non-employed SSC","SOCSEC","Social Security Funds","2018","2018",12.784,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1996","1996",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1997","1997",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1998","1998",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","1999","1999",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2000","2000",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2001","2001",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2002","2002",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2003","2003",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2004","2004",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2005","2005",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2006","2006",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2007","2007",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2008","2008",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2009","2009",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2010","2010",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2011","2011",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2012","2012",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2013","2013",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2014","2014",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2015","2015",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2016","2016",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2017","2017",0,,
"4200","4200 Recurrent taxes on net wealth","NES","Total","2018","2018",0,,
"5111","5111 Value added taxes","FED","Federal or Central government","1996","1996",10792.079,,
"5111","5111 Value added taxes","FED","Federal or Central government","1997","1997",7484.952,,
"5111","5111 Value added taxes","FED","Federal or Central government","1998","1998",11974.303,,
"5111","5111 Value added taxes","FED","Federal or Central government","1999","1999",12918.883,,
"5111","5111 Value added taxes","FED","Federal or Central government","2000","2000",13777.374,,
"5111","5111 Value added taxes","FED","Federal or Central government","2001","2001",24167.53,,
"5111","5111 Value added taxes","FED","Federal or Central government","2002","2002",30013.15,,
"5111","5111 Value added taxes","FED","Federal or Central government","2003","2003",38308.049,,
"5111","5111 Value added taxes","FED","Federal or Central government","2004","2004",46780.964,,
"5111","5111 Value added taxes","FED","Federal or Central government","2005","2005",57746.873,,
"5111","5111 Value added taxes","FED","Federal or Central government","2006","2006",67213.352,,
"5111","5111 Value added taxes","FED","Federal or Central government","2007","2007",85286.136,,
"5111","5111 Value added taxes","FED","Federal or Central government","2008","2008",116862.307,,
"5111","5111 Value added taxes","FED","Federal or Central government","2009","2009",125054.613,,
"5111","5111 Value added taxes","FED","Federal or Central government","2010","2010",131665.385,,
"5111","5111 Value added taxes","FED","Federal or Central government","2011","2011",156081.617,,
"5111","5111 Value added taxes","FED","Federal or Central government","2012","2012",186015.472,,
"5111","5111 Value added taxes","FED","Federal or Central government","2013","2013",219500.907,,
"5111","5111 Value added taxes","FED","Federal or Central government","2014","2014",279274.659,,
"5111","5111 Value added taxes","FED","Federal or Central government","2015","2015",305543.718,,
"5111","5111 Value added taxes","FED","Federal or Central government","2016","2016",329330.895,,
"5111","5111 Value added taxes","FED","Federal or Central government","2017","2017",386483.698,,
"5111","5111 Value added taxes","FED","Federal or Central government","2018","2018",422903.225,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","1996","1996",34581.6,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","1997","1997",40858.4,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","1998","1998",36370.641,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","1999","1999",67156.3,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2000","2000",79888,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2001","2001",70855.5,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2002","2002",77399.9,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2003","2003",83893.9,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2004","2004",141099.4,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2005","2005",182339.139,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2006","2006",183625.9,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2007","2007",222421.133,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2008","2008",332059.828,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2009","2009",363941.6,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2010","2010",415464.7,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2011","2011",479814.537,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2012","2012",397600,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2013","2013",551411.093,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2014","2014",514565.421,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2015","2015",529400,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2016","2016",520541.14,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2017","2017",556992.196,,
"TOTALNONTAX","Total non-tax revenue","FED","Federal or Central government","2018","2018",650723.549,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","1996","1996",314.112,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","1997","1997",397.536,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","1998","1998",483.092,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","1999","1999",626.02,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","2000","2000",636.41,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","2001","2001",623.982,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","2002","2002",705.638,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","2003","2003",1047.514,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","2004","2004",744.386,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","2005","2005",816.001,,
"5211","5211 Recurrent taxes paid by households: motor vehicles","NES","Total","2006","2006",933.08,,
